4.620000,0,3.724333,30,,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
4.550000,0,3.700667,30,,/book/show/186074.The_Name_of_the_Wind
4.620000,0,3.724333,30,,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
4.550000,0,3.700667,30,,/book/show/186074.The_Name_of_the_Wind
4.650000,0,3.751333,30,,/book/show/7235533-the-way-of-kings
4.580000,0,3.788333,30,,/book/show/1215032.The_Wise_Man_s_Fear
4.590000,0,3.798000,30,,/book/show/18335634-clockwork-princess
4.770000,0,3.741667,30,,/book/show/17332218-words-of-radiance
4.540000,0,3.575000,30,,/book/show/62291.A_Storm_of_Swords
4.550000,0,3.719000,30,,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
4.560000,0,3.711667,30,,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
4.550000,0,3.745667,30,,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
4.680000,0,3.865667,30,,/book/show/17927395-a-court-of-mist-and-fury
4.550000,0,3.819333,30,,/book/show/12127810-the-house-of-hades
4.580000,0,3.788696,30,,/book/show/17961.Collected_Fictions
4.580000,0,3.763667,30,,/book/show/18006496-queen-of-shadows
4.510000,0,4.454000,30,,/book/show/41558456-unleashed
4.640000,0,3.787000,30,,/book/show/49458.Ahead_of_All_Parting
4.730000,0,3.795667,30,,/book/show/59715.The_Authoritative_Calvin_and_Hobbes
4.600000,0,3.825333,30,,/book/show/77727.Calvin_and_Hobbes
4.620000,0,3.811333,30,,/book/show/22299763-crooked-kingdom
4.670000,0,4.166667,30,,/book/show/297226.Autumn_Sonata
4.530000,0,4.208000,30,,/book/show/38735413-demons
4.560000,0,3.807407,30,,/book/show/21853621-the-nightingale
4.570000,0,3.739000,30,,/book/show/28260587-empire-of-storms
4.500000,0,3.648000,30,,/book/show/23766634-a-court-of-wings-and-ruin
4.760000,0,3.958333,30,,/book/show/24814.It_s_a_Magical_World
4.520000,0,3.784000,30,,/book/show/18512.The_Return_of_the_King
4.690000,0,3.838000,30,,/book/show/24818.The_Days_Are_Just_Packed
4.700000,0,4.009000,30,,/book/show/70490.Something_Under_the_Bed_is_Drooling
4.600000,0,3.874667,30,,/book/show/280111.Holy_Bible
4.550000,0,3.760333,30,,/book/show/17131869-saga-vol-2
4.510000,0,3.653333,30,,/book/show/6585201-changes
4.510000,0,3.734667,30,,/book/show/12216302-cold-days
4.540000,0,3.759000,30,,/book/show/19358975-saga-vol-3
4.640000,0,3.782667,30,,/book/show/34002132-oathbringer
4.590000,0,3.839000,30,,/book/show/2299110.Acheron
4.750000,0,3.961333,30,,/book/show/54741.Toda_Mafalda
4.590000,0,3.900667,30,,/book/show/551206.Peanuts_Treasury
4.550000,0,3.753478,30,,/book/show/15195.The_Complete_Maus
4.540000,0,3.880333,30,,/book/show/25101.Season_of_Mists
4.510000,0,3.779000,30,,/book/show/28595941-arcanum-unbounded
4.510000,0,3.775667,30,,/book/show/20613470-heir-of-fire
4.630000,0,3.813667,30,,/book/show/46292.The_Divan
4.820000,0,3.834000,30,,/book/show/24812.The_Complete_Calvin_and_Hobbes
4.530000,0,3.780333,30,,/book/show/32075671-the-hate-u-give
4.530000,0,3.997333,30,,/book/show/44234.The_Civil_War
4.540000,0,3.943000,30,,/book/show/89959.The_Constitution_of_the_United_States_of_America
4.510000,0,3.687333,30,,/book/show/188572.The_Complete_Sherlock_Holmes
4.600000,0,3.783667,30,,/book/show/596259.Standing_for_Something
