3.650000,4520,2842796-suck-it-up
3.960000,5328,1425745.Family_Affairs
3.620000,5110,2690808-dylan
3.680000,5542,2847470-audition
3.690000,3986,1844499.Maps_and_Legends
3.480000,3787,1677986.The_Carlyles
3.590000,4356,2599523-the-boat
3.690000,3197,2669405-wicked-game
4.220000,4181,2349501.The_Chris_Farley_Show
3.620000,4347,1721423.Peeled
3.790000,4621,2430999.Twice_Upon_a_Marigold
3.750000,4684,2281392.Smiles_to_Go
3.400000,3007,467690.Moose
3.160000,3541,2410293.Atmospheric_Disturbances
4.080000,3827,1967071.The_Dangerous_Alphabet
3.420000,2697,2834214-madapple
3.810000,3731,2763494-the-man-who-loved-china
3.720000,2541,2845191-american-eve
3.860000,2837,2011854.Climbing_the_Stairs
4.200000,4168,2286062.The_Forbidden
3.810000,1561,2569072-the-big-sort
3.830000,3475,2391653.Bringing_Home_the_Birkin
3.950000,3270,1948003.The_Great_Derangement
3.700000,57864,1833801.The_Yiddish_Policemen_s_Union
3.690000,5523,2127569.Black_Out
4.040000,93200,2057775.Animal_Vegetable_Miracle_
4.290000,3452,3277731-from-the-end-of-heaven
4.080000,2605,2060666.The_Prince_of_Frogtown
3.520000,1925,2527206.The_House_on_Fortune_Street
3.630000,1358,2123911.Driving_Sideways
3.220000,1377,2026701.Personal_Days
2.960000,1407,1576816.American_Nerd
3.240000,1637,2215865.What_Happened
3.560000,839,2303301.Bottlemania
4.190000,660065,1582996.City_of_Ashes
3.970000,594829,49552.The_Stranger
3.920000,213114,1326258.Chosen
3.810000,128611,1736739.Olive_Kitteridge
3.920000,99448,1609451.Change_of_Heart
3.750000,74709,1661957.Wake
4.280000,89598,944076.Last_Argument_of_Kings
4.030000,58751,2138727.Mudbound
3.820000,42864,1629601.The_Disreputable_History_of_Frankie_Landau_Banks
3.860000,63322,1829709.The_Final_Warning
4.330000,74608,144350.The_Battle_for_Skandia
4.080000,28938,1168341.Physics_of_the_Impossible
3.940000,50272,1966969.Fire_Study
4.020000,27378,2251306.Brain_Rules
4.380000,50820,1225621.The_Outlaw_Demon_Wails
3.700000,21661,1754206.Perfect_You
4.200000,30751,1756703.Blue_Eyed_Devil
4.230000,30494,1928873.Midnight_Rising
4.130000,29715,1611988.A_Prisoner_of_Birth
4.030000,19101,1617875.My_Best_Friend_s_Girl
3.740000,17168,2153427.Princess_Ben
3.600000,17807,1474628.The_Monsters_of_Templeton
4.070000,19356,1541884.Personal_Demon
3.940000,10989,2219694.The_Journal_of_Curious_Letters
3.570000,11810,1743390.A_Curse_Dark_as_Gold
4.330000,17989,1422252.Vampire_Interrupted
4.040000,7383,1189878.My_Most_Excellent_Year
3.940000,16030,1653655.Swindle
3.940000,11583,2420301.The_Back_of_the_Napkin
3.770000,10893,2114086.The_Willoughbys
3.620000,16027,2642070-stori-telling
4.070000,16120,1590979.Curse_of_the_Spellmans
3.700000,11003,1862313.Lush_Life
4.330000,16432,1632833.Genghis
3.630000,11707,1577167.Naughty_Neighbor
4.320000,4809,2319745.Slavery_by_Another_Name
3.830000,10199,2001935.Carrot_Cake_Murder
4.470000,10782,1258027.Fruits_Basket_Vol_19
4.040000,11186,997846.Tangled_Webs
3.010000,8781,1235499.The_Ten_Year_Nap
4.050000,7971,2123617.Mistaken_Identity
4.020000,8932,2294984.All_the_Lovely_Bad_Ones
3.780000,6264,2034864.The_Memory_of_Water
3.770000,8730,1528385.Compulsion
3.980000,6867,1704719.Knockemstiff
4.070000,7851,1708127.Shifter
3.770000,4560,2124206.The_Swan_Kingdom
3.900000,4526,2532618.The_Translator
3.760000,3440,1798248.The_Painter_From_Shanghai
4.270000,7196,1734893.Killer_Secrets
3.470000,4514,1799478.Night_Life
3.900000,4919,1967737.Tell_Me_Where_It_Hurts
3.830000,6192,1339202.The_Road_to_Cana
3.650000,4251,1002540.The_Fortune_Cookie_Chronicles
3.990000,5461,1109255.Jesus_for_President
3.910000,4764,1976714.God_s_Problem
3.750000,6043,1743853.Moving_Day
4.050000,5950,1284050.Demons_are_a_Ghoul_s_Best_Friend
4.390000,5996,1846794.Naruto_Vol_28
4.560000,6174,1610998.Fullmetal_Alchemist_Vol_16
3.850000,4580,1343718.Dead_Over_Heels
3.900000,2593,2192272.Black_Ships
3.610000,4941,1276938.Dreamers_of_the_Day
4.120000,4032,2563902-never-underestimate-your-dumbness
3.940000,4911,1779092.Simply_Perfect
3.360000,4927,1738972.The_Believers
4.010000,3693,1689153.Dark_Day_in_the_Deep_Sea
3.990000,3135,1217728.Wolf_Totem
3.840000,4133,1241844.Killer_Heat
3.830000,3170,1870771.The_Ten_Cent_Plague
3.840000,339013,75576.Can_You_Keep_a_Secret_
3.540000,2917,1601589.The_Fortunes_of_Indigo_Skye
3.900000,2825,1731486.Witch_Blood
4.160000,2399,3265484-the-composer-is-dead
3.470000,3336,2233838.Another_Thing_to_Fall
3.700000,3368,1549933.Roommates_Wanted
3.770000,3393,1688926.Charley_s_Web
3.700000,3594,1044058.The_Born_Queen
3.620000,2434,1846648.Deep_Down_Popular
3.490000,3341,1701041.The_Silver_Swan
2.920000,2954,2520383.The_Rose_Labyrinth
4.130000,2050,1753685.Our_Story_Begins
3.200000,1716,2045458.Quiet_Please
3.820000,2755,3152629-have-a-new-kid-by-friday
3.950000,2101,2736567-god-s-middle-finger
3.880000,2510,2401818.House_of_Cards
3.250000,1574,1743821.You_Know_Where_to_Find_Me
3.980000,1453,1948985.Human_Smoke
4.110000,28291,1940878.The_Savage_Detectives
4.060000,2007,1978609.Things_I_Learned_From_Knitting
3.720000,1378,1425469.Dingo
3.320000,1722,1799910.The_Age_of_Shiva
3.470000,1682,2569585-farewell-my-subaru
3.440000,1303,2463346.Who_s_Your_City_
3.280000,1795,2154997.The_English_American
4.280000,1080,2017247.Chasing_The_Flame
3.800000,1274,1978035.Black_Postcards
3.340000,1257,2175454.The_Cure_for_Modern_Life
3.300000,1086,2015777.The_Book_of_Dahlia
3.870000,914,2609030-the-blue-star
4.140000,441455,3228917-outliers
4.370000,308342,2802316-shadow-kiss
4.270000,82543,3754016-shadow-s-edge
3.790000,38231,3147367-american-lion
3.810000,53874,3086160-the-hour-i-first-believed
4.020000,44079,3047850-wicked
3.520000,38617,3798703-the-spectacular-now
3.870000,43585,2906039-just-after-sunset
4.360000,53689,2903736-princeps-fury
3.900000,42534,3220405-ender-in-exile
4.190000,44663,3410425-divine-justice
4.290000,43238,5201089-the-kings-of-clonmel
3.850000,32560,1713912.Cross_Country
3.890000,20635,2714607-the-ascent-of-money
3.580000,50919,3460863-seven-days-in-the-art-world
3.560000,26646,3121162-testimony
4.130000,24896,3122173-one-silent-night
4.110000,14359,3130430-harry-a-history
4.440000,27354,4902793-sookie-stackhouse-7-copy-boxed-set
4.150000,26294,3094593-the-pagan-stone
4.140000,26900,2798094-swallowing-darkness
3.980000,16961,4505161-the-house-on-tradd-street
3.680000,18253,3009435-a-mercy
3.180000,24269,5396496-the-slap
3.520000,13116,4052117-what-i-saw-and-how-i-lied
4.280000,19276,2494204.Salvation_in_Death
3.950000,12678,2857776-flat-out-sexy
3.650000,12258,3241366-magic-to-the-bone
3.670000,14228,2983489-why-we-suck
3.340000,14621,2983562-your-heart-belongs-to-me
3.480000,14996,4609710-knit-two
4.380000,8537,3189884-the-essential-dykes-to-watch-out-for
3.790000,14320,3268926-the-christmas-sweater
4.210000,12652,2917816-heir-to-sevenwaters
3.490000,13239,1593623.Renegade_s_Magic
4.230000,12222,2794955-all-i-want-for-christmas-is-a-vampire
4.260000,10370,3273744-ritual-in-death
4.250000,12883,3392123-fables-vol-11
3.910000,11950,2990950-arctic-drift
4.150000,12654,2747288-dragonheart
4.130000,11494,3440882-a-virgin-river-christmas
3.710000,9503,3297175-and-the-hippos-were-boiled-in-their-tanks
3.700000,6877,2974811-belle
4.160000,7737,3423364-john-lennon
4.110000,9969,3485562-alcatraz-versus-the-scrivener-s-bones
4.520000,10119,2876033-ouran-high-school-host-club-vol-11
3.910000,8933,3275890-to-seduce-a-sinner
3.820000,7715,5740446-the-return-of-depression-economics-and-the-crisis-of-2008
4.060000,6836,3301907-traitor-to-his-class
4.050000,9140,3197145-buffy-the-vampire-slayer
3.770000,7954,3991890-the-bodies-left-behind
3.990000,27916,5972723-slumdog-millionaire
4.040000,7238,3186100-better-days
4.070000,8009,3018307-alex-me
4.700000,7067,3375878-the-absolute-sandman-volume-four
3.650000,5256,2761829-love-is-hell
4.000000,5784,3609756-the-twilight-companion
3.760000,6772,2900990-when-the-duke-returns
4.080000,5331,3188747-suite-606
3.920000,5213,4517257-a-single-thread
4.340000,4731,2983646-every-now-then
4.070000,4713,2897662-annie-leibovitz-at-work
4.200000,26006,3115359-2666
4.140000,4775,3488375-wait-till-your-vampire-gets-home
4.280000,5402,2268120.Things_The_Grandchildren_Should_Know
3.920000,3241,4420281-don-t-sleep-there-are-snakes
4.030000,4540,3643502-deadly-harvest
3.780000,4216,2850535-gamer-girl
3.920000,3828,3564962-the-longest-trip-home
4.300000,4810,2907429-naruto-vol-32
3.680000,3167,3109566-casting-spells
3.750000,157430,2909769-the-reader
3.860000,3667,3392571-infamous
3.700000,5192,3476744-too-fat-to-fish
3.620000,4282,5545382-dashing-through-the-snow
3.820000,4033,3166686-fish-out-of-water
3.990000,3708,3261627-no-rest-for-the-wiccan
4.150000,125721,3462638-poison-study
3.860000,2757,2761854-love-and-peaches
3.840000,3495,3123162-the-devil-s-due
3.730000,1980,3428252-payback
3.320000,3849,3129678-multiple-bles8ings
3.460000,3297,3177784-the-widow-clicquot
3.980000,2851,3209492-the-daily-coyote
4.030000,3673,2880573-fortune-and-fate
3.590000,4437866,3292087-twilight
3.910000,72100,5137911-revolutionary-road
4.070000,2187,2895332-mortal-danger-and-other-true-cases
3.990000,1877,4287255-the-purpose-of-christmas
3.910000,2283,3023520-on-the-prowl
3.730000,1512,3856268-the-memorist
3.550000,1620,3124975-any-given-doomsday
3.750000,2033,3190662-santa-clawed
3.150000,1656,2786806-disquiet
3.930000,1281,5573489-a-distant-thunder
4.130000,420890,2791740-marley-me
3.420000,802,4728684-couch
4.360000,1009006,3850639-a-thousand-splendid-suns
3.350000,31,6619769-dog-dirt-doris
3.960000,641294,3629815-the-road
4.150000,531036,2728527-the-guernsey-literary-and-potato-peel-pie-society
3.860000,168327,2536134.Gone
4.030000,146495,2800905-the-summoning
4.060000,101784,1914973.The_Likeness
4.120000,79666,2355575.Cry_Wolf
4.070000,73590,2179276.The_Time_Paradox
4.280000,42105,2712967-the-darkest-pleasure
3.890000,27270,2795053-the-umbrella-academy-vol-1
3.820000,32282,2068676.Queen_of_Babble_Gets_Hitched
4.180000,35614,2199587.Fractured
3.690000,27199,2285777.A_Summer_Affair
4.060000,24522,2051840.The_Coffin_Club
4.160000,27497,2277444.The_Last_Oracle
4.460000,24177,1894269.The_Walking_Dead_Vol_8
3.970000,19029,1967070.Coraline
3.940000,22875,2003767.Tribute
3.750000,17153,3106441-stuff-white-people-like
4.120000,20291,2210921.Say_Goodbye
3.580000,16231,2235597.The_Dangerous_Days_of_Daniel_X
3.770000,10430,1975116.Lost_on_Planet_China
4.190000,18798,2033217.Moscow_Rules
4.030000,9604,2367495.The_Last_Queen
4.170000,16370,2336803.The_Last_Patriot
4.160000,11687,2246833.Stop_in_the_Name_of_Pants_
4.130000,2293414,2732977-the-girl-with-the-dragon-tattoo
4.200000,14634,1689469.Chasing_Darkness
3.860000,12672,2241722.A_Royal_Pain
3.710000,6744,2776527-traffic
4.380000,10780,2403889.Turbulent_Sea
3.760000,7053,2572997-night-shift
4.110000,12273,2192092.The_Last_Watch
3.510000,9030,2180222.The_Condition
3.870000,8162,2775759-pillage
3.700000,10595,1924491.Glitter_Baby
3.890000,7412,2590991-the-bourne-sanction
4.100000,6343,2726569-where-the-river-ends
4.170000,8906,2834890-the-dark-tower
4.210000,7379,2257948.Warriors
3.790000,8867,2067180.Death_Angel
3.860000,5510,2240429.Hotter_Than_Hell
3.690000,7243,2916001-oxygen
3.930000,7943,2283547.Duchess_By_Night
3.400000,5844,2119409.Real_World
3.630000,8919,3119223-the-accidental-demon-slayer
4.280000,5771,2083991.The_Rise_of_Scourge
4.110000,6512,2420112.Dragon_Wytch
4.200000,7177,2440645.Into_The_Shadow
4.330000,8039,1870129.Astonishing_X_Men_Volume_4
3.800000,6227,2591769-allergic-to-girls-school-and-other-scary-things
3.970000,5203,1355465.How_Fiction_Works
3.570000,6744,2278387.Saturn_s_Children
3.840000,3836,2917848-the-forger-s-spell
4.180000,3751,3280003-the-dark-side
3.960000,6555,3113296-the-unbearable-lightness-of-scones
3.640000,2238,2412562.The_Alchemy_of_Stone
3.870000,5294,3121124-accidentally-dead
3.890000,3312,2638701-violence
3.490000,4343,2495094.Telex_from_Cuba
4.380000,5595,2382737.Naruto_Vol_30
4.150000,5591,2210693.Into_the_Fire
3.580000,3773,2234083.A_Good_Indian_Wife
3.560000,2537,2855252-the-mammoth-book-of-vampire-romance
3.610000,4313,2258650.Kristen
4.060000,4594,2869043-hot-property
4.070000,4556,2210686.Rescue_Me
3.960000,4885,2909599-return-to-summerhouse
3.410000,3488,2255282.Somebody_Else_s_Daughter
3.790000,2722,2470643.Zombie_Haiku
3.670000,4671,2181495.Rules_of_Deception
4.040000,4287,2386839.Time_Is_a_River
3.820000,4295,2398197.The_Devil_You_Know
3.850000,3650,2391127.Last_Kiss
3.580000,2865,2582799-the-magicians-and-mrs-quent
3.870000,3840,3112733-lost-and-found
3.790000,3026,2539672.Silent_Thunder
4.220000,3215,1436818.Just_Too_Good_to_Be_True
3.990000,4009,2255792.Jhegaala
3.490000,3096,2254352.My_Sister_My_Love
4.060000,2527,2433779.Twilight_Fall
3.690000,2904,2838378-my-custom-van
3.610000,1309,2207115.I_Wanna_Be_Your_Joey_Ramone
3.500000,2716,2290696.Jack_of_Fables_Vol_3
3.380000,1290,2460633.The_Midnight_Twins
