4.05,21282584
3.89,5825426
3.86,743812
3.78,2095414
4.07,16045723
4.66,3188476
2.80,68029956
3.43,5096533
4.25,7821622
3.85,5697070
4.00,25596449
4.82,53999104
3.60,50173394
4.21,43032392
4.11,39557982
4.31,35048721
4.72,22586916
4.05,32886702
4.83,5273360
4.18,42283815
4.59,4129860
4.42,7456155
3.46,1617139
4.17,44605511
4.19,11417778
3.71,23490337
3.59,18987438
4.28,8565670
3.75,3494440
3.66,21038740
4.00,8385217
4.41,26843786
3.72,2893983
3.75,25173401
4.02,16842460
3.80,19277401
4.00,58758779
3.79,16774242
3.63,4492046
4.01,50041660
3.64,3437560
4.60,995786
5.00,9093897
4.64,5630921
5.00,54473319
4.00,4538202
4.68,21602000
4.09,12487061
2.37,3056222
4.25,13148536
3.51,26905832
4.88,11647304
4.04,1150724
3.53,6207504
4.59,912123
4.52,44158935
4.90,37014289
4.08,25502461
4.36,10636654
2.63,55587062
3.46,6751478
4.54,26820339
4.14,9880469
4.46,23379480
3.70,946539
4.18,908449
3.89,19051845
4.22,4407044
5.00,21653694
3.84,395295
5.00,18128091
4.26,2604014
5.00,289625
4.59,3065697
3.21,13665201
4.44,11288351
4.12,43371339
4.14,3841349
4.80,14802358
4.52,1038270
3.46,2523981
3.59,16199684
4.07,945425
4.09,6022693
3.76,96356
3.49,4608453
4.22,11753614
4.60,2384555
4.68,51399834
4.60,14590726
3.30,2254557
3.82,412027
3.81,3869021
4.62,24548383
4.08,226769
4.29,31420367
4.72,43718887
4.26,41590197
3.94,30036082
3.44,44520192
3.87,41311366
3.59,13970804
3.73,21223898
3.68,5793303
3.79,5802057
3.51,8369479
4.24,32758660
3.41,68538597
4.05,7065592
3.77,38672507
4.16,28292862
3.34,30323924
3.84,56368159
3.90,23349941
3.91,24877192
4.55,75842110
3.80,22522336
3.38,36293066
4.27,29060556
3.85,36241226
4.32,2444772
3.83,18178463
3.76,43875931
4.14,47887249
4.00,29515369
4.86,29367693
3.64,16518171
3.68,66787248
4.50,3951990
3.21,10519800
3.57,2435459
4.07,22186382
3.85,4410234
3.63,647547
3.29,1637919
4.46,3256132
3.84,10689812
4.18,2639857
3.60,39355195
3.85,4497776
3.48,7355409
5.00,39375095
4.17,2528093
3.76,138600
3.89,155943
3.67,1070047
4.14,665584
3.82,8743438
3.90,3546348
3.73,11991749
3.85,1015254
3.96,16598201
4.04,34442147
4.42,5924040
4.78,28508091
4.05,5573046
4.85,37896531
3.84,16780129
4.17,591853
3.95,61807724
4.05,19529981
3.50,26299178
4.21,4681362
5.00,17814814
4.77,9006452
4.75,5095575
4.55,42258380
3.69,7275683
4.60,50935312
4.70,9895487
4.16,7881163
3.90,4000095
4.14,5720883
4.38,21022068
3.92,12817340
4.10,37056024
3.97,938583
3.75,2170914
4.07,4886324
3.68,37462704
3.35,1031495
3.51,44519745
4.12,71998714
4.18,20512263
3.84,18811697
4.68,28388323
4.62,25186775
4.44,43146590
3.77,33590749
3.81,11809445
4.37,17091999
4.27,41568339
4.50,59837116
5.00,50365652
4.75,39378525
3.60,2356451
3.99,50122869
4.25,33266122
4.94,41031773
4.31,17241717
5.00,41444653
4.17,11489402
4.00,37400670
4.02,17235387
4.00,6625421
3.73,26735683
4.00,46904530
4.20,58518753
4.00,13269073
4.36,1568328
4.44,1207832
3.49,16183064
3.50,41104439
4.60,6117532
4.10,7971472
3.58,5088130
3.99,1106321
4.41,561336
3.44,2632947
3.88,36156652
4.97,8669233
4.06,3797788
4.34,18231342
3.32,37120162
3.63,8337582
3.76,2828709
4.54,10218892
4.20,4971568
3.51,2256410
4.15,27971960
3.75,7955303
4.48,6108892
4.50,57099034
4.58,5942107
4.25,66355176
4.39,29924608
4.09,25102977
4.64,45387062
3.65,3255487
3.92,42027146
4.38,4709520
4.28,2230665
3.34,3430308
4.15,4953851
4.17,2135632
3.58,1885231
3.15,1384945
3.60,1331292
4.14,20606569
4.14,3074982
3.94,7350563
4.44,14468206
4.09,1594276
3.50,5630113
3.68,1052593
3.88,835127
3.50,612636
3.90,622976
3.80,829437
3.10,7814046
4.31,1511080
3.99,29088541
4.32,38790649
3.85,793019
3.80,950698
3.83,11971697
4.37,27953134
3.81,5207629
3.97,4263673
4.38,852877
3.86,5912677
4.31,15375218
4.47,33202384
4.17,56593987
3.97,6147556
4.31,30856245
4.31,54233775
4.76,68650390
3.48,4496781
3.63,4492046
4.50,1457644
4.40,3773340
4.13,7217267
3.49,1200306
3.71,22794012
4.78,2412891
3.89,22532624
3.96,1485307
4.46,1860151
3.44,34194451
3.95,844222
4.27,5464664
5.00,58735761
3.78,47517341
4.29,24730177
4.55,9805616
4.12,49434971
3.38,65691234
3.89,1987374
4.14,6277750
3.79,3341092
4.33,7523544
3.93,922560
3.21,23785775
4.06,1276344
5.00,8270129
4.23,70949962
4.26,16010310
5.00,4523136
4.62,20216891
4.12,24006461
4.78,95648292
4.69,30199292
3.56,33936624
4.03,34445496
4.33,42229966
4.64,24035953
4.26,59466351
4.54,22929056
3.63,3399818
4.56,69532174
3.57,2522701
4.16,25062558
4.08,5265078
4.17,2135632
4.47,10120747
4.33,4730573
4.11,11254881
3.83,253726
4.62,1056725
3.57,83526
3.68,107518
4.12,1424401
4.43,10554293
4.17,1305858
5.00,73123432
3.87,3346245
4.07,4629457
3.71,715626
4.00,31972817
5.00,96814304
4.00,85285867
3.50,32675512
3.64,9356884
3.75,20136373
4.76,66727704
3.75,45921839
4.11,14105445
4.14,30001467
4.37,63712406
3.91,38555877
4.14,28317691
4.81,6255516
4.02,34594718
3.67,15992580
4.37,8201680
4.20,52433439
5.00,59834846
3.67,8646347
3.83,16154112
3.81,3298888
3.60,22969476
4.31,8664390
3.98,735052
3.45,19223850
3.31,76238431
5.00,68719365
4.00,68917423
3.97,6213832
3.43,68812679
2.50,68663351
2.67,68621293
3.14,68696271
3.33,68664215
2.71,68662893
5.00,54846395
3.78,68999831
4.22,20342144
2.70,68674037
3.20,68807223
3.80,68714982
2.83,68719031
2.83,68786191
3.38,68714105
4.79,63788335
2.71,68807478
4.40,68584637
3.67,68917745
3.15,74504737
4.15,27719417
3.89,65800239
2.83,68714614
3.89,47697152
4.76,56634327
3.91,11524250
4.05,5511812
3.39,6532288
3.94,7350563
4.00,4628353
3.87,2134423
4.29,1582108
4.14,71304075
4.35,73495221
4.13,1431244
4.21,1888957
4.81,1210604
4.07,1061354
4.63,1228838
3.84,5507464
4.27,5464664
4.33,5305032
4.76,5754203
4.15,5601611
4.91,18893534
4.22,64628262
3.63,72685664
4.78,9793143
4.91,50963756
3.38,1049422
3.75,11314215
3.48,6859136
4.38,852877
3.93,657114
3.92,5420297
4.06,19158241
4.22,2031743
3.08,1064820
4.07,1061354
3.96,2467474
3.99,163629
3.27,130068
3.37,1223283
3.57,10405670
4.01,1687823
4.41,21770700
4.69,24413656
4.19,1531896
3.88,999229
3.97,3181581
4.21,3684280
3.84,39428009
3.66,644002
4.14,620562
4.08,616623
3.44,7390386
3.68,1952950
3.92,5420297
3.98,2348347
3.84,1023729
3.23,1028250
3.65,999171
3.79,2558822
3.70,582776
4.38,1945580
4.05,7439266
3.75,4452844
4.35,905491
4.71,985146
3.83,1968964
3.99,2805789
3.38,372363
3.59,2161504
3.65,806278
4.00,1160168
3.85,891013
4.87,46759539
3.67,54461035
4.14,31898707
4.83,58614224
3.96,308630
4.18,23666006
3.85,51204254
4.21,41764049
4.48,6309653
4.25,1057151
3.74,1618041
3.84,30012212
4.70,13352775
3.63,61762569
4.87,26873722
4.05,1156277
4.39,44081906
3.62,951046
3.54,541654
3.53,5928256
3.11,1743124
4.09,12706209
4.03,2039168
3.45,7435903
4.72,896161
4.11,28380949
3.96,60912105
3.76,75350434
3.10,5808587
3.16,1188731
4.29,153866
4.39,4774507
3.66,8701954
4.11,668214
4.57,806081
3.82,4576361
3.62,3467028
3.92,5325549
3.59,1396868
4.05,5595632
3.78,5895568
3.99,1377130
4.55,7322006
3.52,22327118
4.07,9496302
4.23,1176296
3.82,7768267
4.16,70609243
3.70,5862823
3.54,16404316
3.54,36348070
4.38,7288218
3.72,737152
3.90,63296727
3.39,46446123
3.26,1906917
4.14,10358551
3.29,2060322
3.53,58329275
3.82,1627444
3.79,1961453
3.95,64730372
3.56,66547400
3.69,1712562
3.83,3029658
4.14,5123231
3.33,23622394
3.54,623075
3.68,15931318
3.78,3956719
4.50,46274151
3.92,3931406
3.49,8676317
3.81,1207138
3.90,7844685
3.85,22548315
3.92,18695911
3.69,4734912
3.74,1311327
2.85,7102844
4.53,68934721
3.79,49813672
3.76,7435024
4.02,42785839
3.20,22616775
3.95,4984405
3.72,17656505
3.00,5202257
4.39,18560378
4.47,34286166
4.83,81647294
4.28,6826562
4.66,39737152
3.71,17220847
4.18,20694243
3.62,10252026
4.11,34045599
4.03,30407541
3.61,13613202
3.63,19593099
3.61,4797082
3.92,36735178
3.61,19638596
3.98,25152595
3.37,14722579
3.93,1306781
3.62,18968048
3.61,22819383
3.76,4628040
3.38,63387141
3.80,10148440
3.73,52693876
4.57,73200057
3.01,60381018
3.96,10750107
4.20,4443513
3.90,3857181
4.55,70968854
3.13,6781829
3.99,8086270
2.88,64929487
3.64,58818027
4.24,59383167
3.40,9697495
3.45,94445005
4.30,54842571
3.86,4068419
4.74,63463953
4.17,26228235
3.94,9336103
4.02,37531645
3.80,40900407
3.31,10297847
3.91,31990173
2.49,28371766
3.86,56875614
4.66,70239799
4.20,43641002
3.44,20913920
4.58,16446099
4.80,21401610
3.51,45496785
4.74,20675507
4.95,14644189
4.84,40527655
3.21,12988134
3.98,9873065
4.52,26660662
4.64,22352831
5.00,20548956
3.71,13585241
4.43,61460633
4.41,17319382
4.90,22535258
4.36,26107515
4.90,33201532
4.98,45678373
4.39,13709643
4.73,18216180
3.73,6913925
4.99,44660098
4.13,16227128
4.40,58764646
4.68,32038597
4.65,5668066
4.58,6922232
4.99,14129015
4.16,22760571
4.64,4845879
3.88,58757503
2.85,6984857
3.91,50874320
4.36,23293328
3.52,22938517
5.00,53661388
4.62,16733828
3.75,57149485
2.85,30258332
3.39,18580388
3.84,7086536
3.69,39578566
3.64,36979268
3.92,33578017
4.32,42532424
3.51,82601209
4.57,31800257
3.77,54707331
4.67,9923812
3.46,36693053
3.93,50821569
3.33,57137850
4.39,66887229
3.22,25989474
2.81,27491074
3.68,49849405
3.69,30470724
3.10,6026084
4.15,65485339
3.65,48111911
3.66,60482096
3.34,5172893
3.48,1846302
3.36,1165481
4.96,5020684
3.67,4467362
4.16,11043225
3.01,1433865
3.63,1526945
3.95,537324
3.70,310055
4.29,5384271
3.80,5953340
4.00,195737
3.87,1700032
3.67,7435681
3.92,204691
4.03,15797955
3.77,9858514
3.37,216786
3.90,4110877
3.57,6762949
4.48,45182
4.25,82298
3.38,649719
3.28,20768655
3.65,1720603
2.87,5092579
3.39,3856732
3.52,10781757
4.64,5102605
4.28,17730703
3.94,1805180
4.14,1259463
3.68,2465351
3.88,56840192
3.96,9077850
3.61,17196163
4.02,4508542
3.30,2165551
4.47,4166430
5.00,14320304
3.88,4596624
4.48,23893019
4.45,6158114
4.61,6172507
4.07,14984647
3.90,5974876
4.78,38365341
4.41,21692130
3.88,5963058
4.05,6887638
4.22,22252929
4.53,16399291
4.45,1120366
3.69,7599289
4.10,7675267
4.00,8809317
3.79,28335263
3.89,58466403
5.00,98962088
5.00,92175870
4.05,23145705
5.00,93552688
5.00,68773274
5.00,85521279
3.73,5565423
5.00,98624186
5.00,69225913
5.00,80212309
4.50,68204449
5.00,94082406
5.00,83853506
5.00,69528234
5.00,70129061
5.00,68801329
5.00,70129061
5.00,60194074
5.00,45488535
4.87,83684234
3.43,44631016
5.00,69876591
4.71,70186470
4.56,68748383
4.71,70186470
4.41,87036751
4.42,84427968
4.20,914782
4.85,52031167
4.35,55445894
3.72,11731184
3.46,24377699
4.06,24422512
3.70,27218681
3.50,7125124
3.90,4677640
3.54,7173246
4.22,4531525
4.06,10584748
3.76,29825790
3.84,5358527
3.98,2665859
4.07,7249723
4.53,79415765
4.02,3679784
3.75,7028480
4.35,4483727
3.74,6157592
3.52,21034578
3.88,42163117
3.36,19829414
4.14,3506967
3.43,40898015
3.37,12310209
4.20,38066926
3.45,1720620
3.70,8639071
4.04,1826682
3.74,41788524
3.44,44520192
3.57,7145063
3.67,2482169
4.29,31420367
4.26,41590197
3.94,30036082
3.84,33837508
4.50,86435532
3.90,13355079
4.01,4624802
4.72,43718887
3.76,57236678
4.10,7451061
3.25,16955773
4.47,86504940
3.66,21250003
3.93,38726430
4.05,7065592
3.80,27112033
3.23,26582870
4.07,3759963
3.42,35855553
3.59,13970804
3.77,38672507
3.49,26371310
3.38,36293066
3.67,2445786
3.87,5934590
4.40,6313408
3.02,1962503
3.73,2907805
3.74,301319
3.76,6118566
3.77,71311556
3.98,3898081
3.85,16891485
4.46,162084
3.33,767841
4.67,67624601
3.32,30079754
4.28,6873719
3.48,3170487
4.43,43978412
3.29,65746991
4.09,49062685
3.81,6834443
4.54,40048824
4.43,57020209
3.70,7027368
3.69,11717318
3.58,1266567
3.72,7464815
3.78,5184731
4.42,1176358
3.81,42138131
4.12,2811597
3.60,2278428
3.27,145461
4.40,5623695
3.61,1111961
3.90,75781045
3.61,74385459
3.34,66010452
4.03,68880773
3.29,70793188
3.75,74428660
4.01,68459554
3.95,83428476
4.22,67982435
4.35,83298238
3.97,72158614
2.92,68459316
3.33,65198729
4.25,82929816
4.07,74293763
4.21,32677441
3.68,778245
3.76,25924468
3.93,54535066
4.35,8550862
4.28,17219428
4.91,47534529
4.35,8550862
4.22,40908260
4.01,27995435
4.93,48816849
4.72,34083320
4.49,5895841
4.76,9547017
3.81,38506548
3.34,5172893
3.46,2124769
4.54,7151669
3.30,68337677
3.63,1526945
4.01,27098959
3.87,1215485
3.66,60482096
3.01,1433865
3.60,36890366
4.16,11043225
3.17,8024272
4.15,55448823
3.37,216786
4.12,1020736
4.40,1012011
4.03,15797955
3.77,9858514
3.34,733953
3.09,84023
3.65,81116
3.08,5856525
2.87,5092579
3.58,6394786
3.62,13784911
4.04,7363557
4.09,2348494
3.43,1605591
3.99,533046
4.43,29468362
3.09,11166121
4.15,5973651
3.85,45124366
3.88,44392804
3.92,26480778
3.29,31461418
3.93,20498957
4.09,10017183
3.81,38459166
3.65,5096743
3.70,19126246
3.69,10743961
3.45,1339848
4.85,221770
4.34,4213258
4.02,4508542
3.93,53635269
3.96,30749549
4.29,2106029
4.11,18145934
3.67,3398219
3.36,27788046
3.59,3030788
3.32,2377230
3.97,13396599
3.50,1379514
3.93,8575414
3.59,2224905
3.75,59458347
3.44,9146810
4.80,21401610
4.58,16446099
4.80,21401610
4.68,14211443
3.51,45496785
4.52,26660662
3.96,8079033
4.89,31136505
4.41,17319382
4.98,36137284
4.64,22352831
4.02,27948915
4.90,27549165
4.67,25558610
4.99,14129015
4.90,33201532
4.97,74647676
4.39,13709643
4.58,6922232
4.90,22535258
3.26,26509067
4.65,5668066
4.68,32038597
4.56,23664102
4.64,4845879
3.89,21338470
4.59,33141528
4.38,25554589
4.06,19428202
4.16,22760571
3.79,7706640
3.52,49148508
3.34,6659789
3.46,12766897
3.75,61624004
3.68,35147071
3.73,8542123
3.95,8581195
4.23,11375137
4.33,56662187
3.78,68157476
4.02,59082429
4.72,37089590
3.85,53967892
3.96,66224803
4.14,16882244
3.78,13061577
3.96,10697179
3.80,13699205
3.81,33510193
3.99,34338862
4.34,13306676
3.75,23238315
4.20,53611109
3.58,52545435
3.93,20663288
4.14,32445724
4.05,48788301
4.25,55832049
3.74,41788524
3.74,15668957
3.85,60408783
3.88,85347537
3.56,287915
3.91,4468170
4.34,77017002
4.35,19618126
3.33,57137850
4.15,33164839
4.44,43491326
4.22,12121764
3.83,14459711
4.60,8321066
3.50,106700
3.65,43905585
3.82,4326067
4.06,1332955
3.57,299912
3.36,9521302
4.92,13315710
2.89,4913922
3.75,3620424
4.01,7842151
3.80,15620153
4.09,11463451
3.71,8931772
4.60,5510783
3.83,1445709
3.54,14669135
3.20,26681101
3.51,11766198
3.15,38426179
3.15,38426179
3.61,22094673
4.25,31223542
4.44,12125670
3.73,8542123
4.12,49847054
3.95,34471928
3.69,30882393
3.43,21987508
3.93,25995061
3.86,26510065
4.22,5460996
4.01,13634915
3.23,70844478
3.88,1088245
3.01,31775691
4.53,7533694
3.78,12415682
3.44,25894509
4.14,32445724
4.09,39389378
4.00,26177107
3.48,4801837
3.21,21676700
3.65,3165683
3.97,26499391
3.92,21138490
4.20,5816343
3.62,31002
4.21,3205983
3.73,11619298
3.60,62077775
4.31,32328504
4.02,4728718
5.00,30609449
4.01,7733486
3.97,11648984
4.33,7756268
4.02,100996
3.49,3771564
3.76,25844564
3.86,27490324
3.66,2412334
3.90,1056198
3.79,5400288
3.09,142795
3.88,1429840
3.25,5448045
3.09,84023
4.04,7925004
4.21,16690648
3.37,6942064
3.72,27964525
5.00,92225750
4.32,66224667
3.92,97448
3.50,4532721
3.68,14546476
3.72,6537806
3.28,14976169
4.00,12088026
3.61,10765483
3.44,71546043
3.79,8135366
3.83,3169974
3.97,34067023
3.58,1893651
3.41,5327687
3.66,29493399
3.70,17670625
3.67,8011435
4.11,31151978
3.72,6777191
4.00,30889111
3.79,10530199
3.31,1925396
3.32,11004626
4.12,2811597
3.69,7136073
3.81,10305846
3.95,50200314
3.78,5971628
3.69,7562434
3.78,3584794
4.27,47717464
3.02,32846944
3.84,9850030
3.64,7446857
4.14,9832321
3.89,6528320
4.20,3407444
3.99,15962221
3.79,5254937
4.39,6901361
4.75,8056150
4.18,21953183
4.10,3511726
4.45,68664456
4.36,96399568
3.84,11493308
4.45,63511405
3.70,673829
4.54,2685061
3.61,7483519
4.11,9914575
3.47,26677951
3.95,16232849
4.17,804961
3.52,46699066
4.40,20593052
4.20,69013656
4.34,32473491
4.25,6908938
4.27,64371073
4.10,68879773
3.56,69364645
3.54,2318929
4.05,19880728
4.58,16446099
4.80,21401610
4.36,11851288
4.47,54237903
4.96,15602408
4.57,50325421
4.90,27549165
4.02,27948915
4.52,26660662
4.89,19218802
5.00,20548956
4.41,17319382
3.71,13585241
4.83,48330029
4.59,33141528
4.55,30123025
4.39,13709643
4.97,74647676
4.99,44660098
4.73,18216180
4.99,14129015
4.68,32038597
4.98,36137284
4.90,22535258
4.58,6922232
4.55,48053261
3.65,7534212
4.86,26840752
3.93,1780056
4.54,6826229
4.79,10148922
4.89,31136505
4.93,31822134
4.47,11435835
4.96,9060076
4.90,27549165
4.86,31761915
4.41,17319382
4.68,32038597
3.71,13585241
5.00,31335349
4.40,65161958
4.97,74647676
4.83,48330029
4.59,33141528
4.90,10147180
4.73,18216180
4.87,26629407
5.00,41212457
4.98,13428463
4.72,50697385
4.95,9637214
4.89,23367954
4.64,4845879
4.33,39020950
4.47,37440983
4.06,19428202
3.55,17146575
3.91,2661154
4.66,27487798
4.16,676850
4.29,203607
4.03,75803468
4.13,2292667
3.50,37212298
3.63,4566472
3.62,6529512
4.23,1079533
3.15,9007836
3.91,76827
3.83,20631730
3.90,5812399
3.60,21411991
3.93,1033837
4.00,4359852
3.39,1763079
3.83,8689093
4.32,3541711
3.69,22790007
4.74,96773010
3.69,16087021
4.30,45724576
3.96,9097750
4.13,12455467
3.45,1875476
4.18,4855793
4.49,72933093
4.03,5922482
4.30,8457950
3.75,12226558
2.82,3616022
3.55,431415
3.83,16166878
4.55,5440634
3.98,446464
4.49,2735302
3.40,187563
4.30,4705720
3.04,1488003
3.54,1131149
2.55,5922796
5.00,67503969
4.80,84549511
3.74,1329264
4.24,1718453
4.01,22698027
3.92,2537855
3.81,63388013
3.88,68301350
3.86,10311372
3.80,856205
3.59,705150
4.92,9490490
3.78,10360474
3.08,8771263
3.80,29004582
4.82,4795618
3.31,4595771
3.72,387455
3.76,1421798
3.36,2205260
3.75,29420121
3.71,39279013
4.79,54766525
4.23,74826769
3.88,21710191
4.19,4458057
3.52,59170961
4.14,63678496
4.64,1948759
3.50,13906136
4.04,4758562
4.08,67812854
3.35,50341550
3.40,3935960
4.02,31949498
3.43,20534507
4.15,16113948
3.96,59244964
4.47,86260141
4.62,7771903
4.31,296963
3.61,1601079
4.07,14254748
4.31,41089366
4.31,3913822
4.16,6885722
3.76,2534237
3.59,22306206
3.94,3524795
3.48,59229
3.72,54454362
4.30,22176106
4.16,5870882
2.56,4693
3.32,5114433
2.98,3292119
5.00,37110
5.00,2986010
3.46,18487936
4.00,407192
4.59,15822302
4.52,50547
4.22,26708837
4.63,1889660
3.53,1227390
4.58,17015832
3.69,2778060
3.91,32087770
3.11,3361474
4.36,5856232
3.95,1178748
3.64,11968818
3.65,1651956
4.01,614778
4.01,614778
4.01,614778
4.01,614778
4.01,614778
3.96,9568721
3.60,40852717
3.32,7093384
3.87,14655109
3.42,5618256
3.65,5340910
4.14,4397797
4.93,1127543
3.64,19914325
4.16,14104274
4.06,9185466
3.88,6854780
3.22,4420389
3.15,6214548
5.00,33020588
3.73,618370
3.53,5581616
3.89,4771833
4.04,2223248
2.99,12937792
4.27,8467368
2.99,3868340
3.82,4663399
3.67,9892800
4.43,9103918
3.10,21772249
3.31,2109885
4.15,12344853
3.66,48987140
3.84,47453625
3.68,7907888
4.01,68968585
4.51,27024428
3.99,47374831
3.61,3632255
3.76,19361709
3.78,8307014
4.26,23254828
4.43,23079467
4.08,51098164
3.43,52458577
4.23,12199293
3.67,5189097
3.81,4142134
4.06,16560782
4.50,61044907
3.49,2516497
3.55,2812152
4.18,28015127
3.10,4894126
4.26,1627554
4.21,7527525
3.93,734315
4.06,31433314
3.74,15087591
4.00,4676778
4.48,24720019
4.62,10574252
4.01,13580569
4.25,51508584
3.58,8139327
4.07,42342983
4.51,16010856
3.73,5063802
3.61,7988846
2.44,226133
3.75,7950608
4.22,12756741
4.70,79565096
3.34,44355010
4.30,32314388
4.30,5601976
4.55,20458661
3.34,71595
3.76,6085575
3.73,19182306
4.13,2071814
4.81,63599827
3.79,1874807
3.56,44400927
4.57,13680855
4.20,71747999
4.64,91256076
4.27,39922028
4.43,65237197
3.17,9169589
4.02,9848136
3.98,38432778
4.50,661091
4.01,1186349
3.30,2822964
3.75,4912586
3.57,1366775
3.72,3380448
3.70,4683911
4.17,1066224
4.25,1190762
3.77,2086205
3.55,5944628
4.91,51838762
3.60,2819735
4.19,802573
3.65,816150
4.09,47490987
3.87,33367543
4.04,373737
3.74,162227
3.85,882910
3.93,7286732
3.45,968809
3.59,1938620
3.47,2412799
3.98,10133547
4.63,860755
4.02,814123
3.53,1336693
3.81,3846457
3.83,1378006
3.84,28613204
3.19,1927818
3.88,9698647
4.09,8450145
4.78,19860096
3.70,30899684
5.00,2154155
4.43,6232232
4.53,31971566
5.00,13429721
3.92,358095
4.25,1794246
3.85,1748426
3.63,302414
5.00,18491994
5.00,1357792
4.54,13158436
3.86,282012
3.57,2407642
4.71,67075448
3.77,2974204
3.96,5925902
3.58,1299547
4.31,43711899
4.47,60903711
4.00,11495075
4.17,9877519
3.94,10228009
4.17,11948219
3.88,15909826
4.54,5102859
4.92,48842733
4.36,3121156
4.52,48318872
4.48,12381054
4.49,50920582
4.39,13257433
2.88,673685
3.92,63857342
4.20,59188012
4.32,59188298
4.49,70717731
4.30,70383864
4.46,69805891
4.57,59668422
4.46,70237342
4.31,58013498
4.21,47187803
3.97,57181924
4.40,59196681
3.70,12512172
4.40,60161236
3.84,9722719
4.15,29702736
4.53,59188428
4.56,26004134
4.28,28225370
3.35,52397834
4.42,47101099
3.72,11097422
4.18,20688642
4.00,98172868
4.02,25793324
3.98,1145788
4.52,51689148
3.81,17453430
3.82,21198579
3.39,20547381
4.29,44813986
3.55,55887643
4.79,37412169
4.38,46993527
4.61,35571419
4.53,39231674
3.75,90924375
3.72,16450138
4.68,92819511
3.74,47979876
3.41,1115395
3.71,12001280
4.45,63761125
3.47,94343047
4.23,46300583
4.31,41089366
3.93,9324066
3.54,8060792
4.40,58976558
3.79,76231708
4.66,71128929
4.07,18186180
4.54,6380193
4.05,62470501
4.42,4729998
4.00,43272186
4.42,4729998
4.81,21288770
4.82,6372564
4.97,22151636
5.00,34711612
4.47,36082646
4.99,24373930
4.69,59823675
4.96,27888487
4.54,14576940
3.89,32202793
